segment_id,street,start_latitude,start_longitude,end_latitude,end_longitude,street_norm,geometry
610,Lake Shore Dr,41.84898,-87.61282,41.838573,-87.608536,LAKE SHORE,"LINESTRING (449127.4819316936 4633190.377235572, 449475.23473057733 4632032.449201651)"
611,Lake Shore Dr,41.857964,-87.61678,41.84898,-87.61282,LAKE SHORE,"LINESTRING (448805.9407018989 4634190.1515800385, 449127.4819316936 4633190.377235572)"
104,Ashland,41.77219,-87.66384,41.779465,-87.66404,ASHLAND,"LINESTRING (444826.4505024434 4624696.1860724585, 444816.2003446419 4625503.981488708)"
105,Ashland,41.779465,-87.66404,41.786747,-87.66421,ASHLAND,"LINESTRING (444816.2003446419 4625503.981488708, 444808.4971851271 4626312.605430518)"
106,Ashland,41.786747,-87.66421,41.79402,-87.6644,ASHLAND,"LINESTRING (444808.4971851271 4626312.605430518, 444798.8898722986 4627120.398058339)"
107,Ashland,41.79402,-87.6644,41.801315,-87.6646,ASHLAND,"LINESTRING (444798.8898722986 4627120.398058339, 444788.6695966119 4627930.314291549)"
108,Ashland,41.801315,-87.6646,41.808605,-87.66479,ASHLAND,"LINESTRING (444788.6695966119 4627930.314291549, 444779.0844249897 4628739.803155384)"
109,Ashland,41.808605,-87.66479,41.81587,-87.66496,ASHLAND,"LINESTRING (444779.0844249897 4628739.803155384, 444770.7481448303 4629546.318553627)"
115,Ashland,41.85779,-87.665955,41.86686,-87.6662,ASHLAND,"LINESTRING (444724.4585890763 4634201.579768964, 444712.0064369889 4635208.47839235)"
116,Ashland,41.86686,-87.6662,41.8742,-87.66641,ASHLAND,"LINESTRING (444712.0064369889 4635208.47839235, 444700.6040673464 4636023.497461694)"
117,Ashland,41.8742,-87.66641,41.883297,-87.66669,ASHLAND,"LINESTRING (444700.6040673464 4636023.497461694, 444685.65928093396 4637033.807018797)"
118,Ashland,41.883297,-87.66669,41.890976,-87.66696,ASHLAND,"LINESTRING (444685.65928093396 4637033.807018797, 444669.49766422337 4637886.562625041)"
119,Ashland,41.890976,-87.66696,41.896072,-87.66711,ASHLAND,"LINESTRING (444669.49766422337 4637886.562625041, 444661.87148077926 4638452.501208869)"
120,Ashland,41.896072,-87.66711,41.904015,-87.66733,ASHLAND,"LINESTRING (444661.87148077926 4638452.501208869, 444650.37720807083 4639334.448448645)"
121,Ashland,41.904015,-87.66733,41.91063,-87.66751,ASHLAND,"LINESTRING (444650.37720807083 4639334.448448645, 444640.90509898635 4640068.981088197)"
122,Ashland,41.91063,-87.66751,41.918545,-87.66791,ASHLAND,"LINESTRING (444640.90509898635 4640068.981088197, 444614.8468899604 4640948.079185752)"
123,Ashland,41.918545,-87.66791,41.92515,-87.66796,ASHLAND,"LINESTRING (444614.8468899604 4640948.079185752, 444616.1323000531 4641681.682924957)"
124,Ashland,41.92515,-87.66796,41.932404,-87.66821,ASHLAND,"LINESTRING (444616.1323000531 4641681.682924957, 444601.53151360137 4642486.99384773)"
335,Western,41.750103,-87.68266,41.75923,-87.68292,WESTERN,"LINESTRING (443242.6604161209 4622256.209184835, 443229.1386165202 4623269.879900506)"
337,Western,41.7647,-87.68306,41.771976,-87.68326,WESTERN,"LINESTRING (443222.5451340188 4623877.308695654, 443212.4726185792 4624685.107115238)"
349,Western,41.857494,-87.6858,41.86661,-87.68585,WESTERN,"LINESTRING (443077.09044871054 4634181.5098207295, 443080.74415262893 4635193.793004923)"
350,Western,41.86661,-87.68585,41.876083,-87.68609,WESTERN,"LINESTRING (443080.74415262893 4635193.793004923, 443069.52147389617 4636245.588036843)"
351,Western,41.876083,-87.68609,41.882996,-87.6863,WESTERN,"LINESTRING (443069.52147389617 4636245.588036843, 443057.9323066931 4637013.176832344)"
352,Western,41.882996,-87.6863,41.890648,-87.68651,WESTERN,"LINESTRING (443057.9323066931 4637013.176832344, 443047.6381235296 4637862.927649063)"
353,Western,41.890648,-87.68651,41.89574,-87.68666,WESTERN,"LINESTRING (443047.6381235296 4637862.927649063, 443039.504492016 4638428.450720016)"
354,Western,41.89574,-87.68666,41.903015,-87.686844,WESTERN,"LINESTRING (443039.504492016 4638428.450720016, 443030.7816618724 4639236.258059765)"
355,Western,41.903015,-87.686844,41.91032,-87.687035,WESTERN,"LINESTRING (443030.7816618724 4639236.258059765, 443021.4576034131 4640047.459824374)"
356,Western,41.91032,-87.687035,41.916805,-87.6872,WESTERN,"LINESTRING (443021.4576034131 4640047.459824374, 443013.30641440296 4640767.586628338)"
357,Western,41.916805,-87.6872,41.9249,-87.68746,WESTERN,"LINESTRING (443013.30641440296 4640767.586628338, 442999.000365789 4641666.508657454)"
358,Western,41.9249,-87.68746,41.927982,-87.68757,WESTERN,"LINESTRING (442999.000365789 4641666.508657454, 442992.888192507 4642008.799459979)"
359,Western,41.927982,-87.68757,41.93218,-87.6877,WESTERN,"LINESTRING (442992.888192507 4642008.799459979, 442985.871424884 4642474.779277775)"
364,Western,41.96131,-87.6885,41.968613,-87.68872,WESTERN,"LINESTRING (442945.43900724716 4645709.89369854, 442933.6203907506 4646520.700756968)"
365,Western,41.968613,-87.68872,41.97589,-87.688965,WESTERN,"LINESTRING (442933.6203907506 4646520.700756968, 442919.89018018066 4647328.982883723)"
378,Western,41.77198,-87.683624,41.7647,-87.683426,WESTERN,"LINESTRING (443182.03898345836 4624685.77251479, 443192.1046932743 4623877.550489902)"
383,Western,41.808426,-87.68461,41.801147,-87.68441,WESTERN,"LINESTRING (443132.46117039036 4628732.82289727, 443142.5036766891 4627924.595574344)"
384,Western,41.815697,-87.684814,41.808426,-87.68461,WESTERN,"LINESTRING (443121.78289326 4629540.209266142, 443132.46117039036 4628732.82289727)"
385,Western,41.822998,-87.68506,41.815697,-87.684814,WESTERN,"LINESTRING (443107.9684147001 4630351.01020784, 443121.78289326 4629540.209266142)"
386,Western,41.82594,-87.68509,41.822998,-87.68506,WESTERN,"LINESTRING (443108.037849763 4630677.573499666, 443107.9684147001 4630351.01020784)"
387,Western,41.839073,-87.68541,41.82594,-87.68509,WESTERN,"LINESTRING (443093.06287417345 4632136.008053445, 443108.037849763 4630677.573499666)"
394,Western,41.895744,-87.68703,41.890648,-87.686874,WESTERN,"LINESTRING (443009.1294673094 4638429.117451232, 443017.25729382783 4637863.170784367)"
395,Western,41.90302,-87.68721,41.895744,-87.68703,WESTERN,"LINESTRING (443000.4100865521 4639236.924863165, 443009.1294673094 4638429.117451232)"
396,Western,41.91032,-87.6874,41.90302,-87.68721,WESTERN,"LINESTRING (442991.08609813167 4640047.703164506, 443000.4100865521 4639236.924863165)"
397,Western,41.916805,-87.68757,41.91032,-87.6874,WESTERN,"LINESTRING (442982.9379837012 4640767.830033959, 442991.08609813167 4640047.703164506)"
398,Western,41.9249,-87.68783,41.916805,-87.68757,WESTERN,"LINESTRING (442968.6357734008 4641666.752162471, 442982.9379837012 4640767.830033959)"
407,Western,41.98317,-87.68963,41.97589,-87.68933,WESTERN,"LINESTRING (442871.4044198404 4648137.545888024, 442889.5497803846 4647329.226968144)"
408,Western,41.9905,-87.68986,41.98317,-87.68963,WESTERN,"LINESTRING (442859.0008959797 4648951.749716599, 442871.4044198404 4648137.545888024)"
417,79th,41.74982,-87.71189,41.749672,-87.72188,79TH,"LINESTRING (440812.3218557319 4622244.56169766, 439981.854582533 4622234.962381925)"
419,79th,41.751102,-87.62453,41.750877,-87.63419,79TH,"LINESTRING (448076.9779253009 4622330.456089813, 447273.1242617522 4622311.346711088)"
420,79th,41.75129,-87.614914,41.751102,-87.62453,79TH,"LINESTRING (448876.3553892907 4622345.452231626, 448076.9779253009 4622330.456089813)"
421,79th,41.75139,-87.60519,41.75129,-87.614914,79TH,"LINESTRING (449685.17410759476 4622350.729646189, 448876.3553892907 4622345.452231626)"
422,79th,41.75145,-87.59541,41.75139,-87.60519,79TH,"LINESTRING (450497.7666882048 4622351.836903886, 449685.17410759476 4622350.729646189)"
423,79th,41.75159,-87.5858,41.75145,-87.59541,79TH,"LINESTRING (451297.09772673686 4622362.021181851, 450497.7666882048 4622351.836903886)"
428,95th,41.72132,-87.64323,41.721573,-87.62864,95TH,"LINESTRING (446497.5747399797 4619035.4499764135, 447711.1382798815 4619054.439629307)"
429,95th,41.721573,-87.62864,41.721638,-87.62054,95TH,"LINESTRING (447711.1382798815 4619054.439629307, 448385.13492263143 4619056.7499916125)"
430,95th,41.721638,-87.62054,41.72175,-87.6141,95TH,"LINESTRING (448385.13492263143 4619056.7499916125, 448920.8239492363 4619065.191566826)"
445,79th,41.749912,-87.682755,41.750145,-87.67309,79TH,"LINESTRING (443234.8805418461 4622235.093261022, 444038.76786768576 4622254.5960988095)"
446,79th,41.750145,-87.67309,41.75029,-87.663475,79TH,"LINESTRING (444038.76786768576 4622254.5960988095, 444838.13387353485 4622264.482361086)"
447,79th,41.75029,-87.663475,41.750317,-87.653694,79TH,"LINESTRING (444838.13387353485 4622264.482361086, 445651.3513039813 4622261.222574595)"
448,79th,41.750317,-87.653694,41.7505,-87.643974,79TH,"LINESTRING (445651.3513039813 4622261.222574595, 446459.6233103217 4622275.457786013)"
451,79th,41.750416,-87.67308,41.750187,-87.682755,79TH,"LINESTRING (444039.6374221239 4622284.661507749, 443235.12251831376 4622265.587164306)"
452,79th,41.750565,-87.66347,41.750416,-87.67308,79TH,"LINESTRING (444839.0033329089 4622294.97136115, 444039.6374221239 4622284.661507749)"
453,79th,41.750587,-87.653694,41.750565,-87.66347,79TH,"LINESTRING (445651.5797641178 4622291.292933036, 444839.0033329089 4622294.97136115)"
454,79th,41.750774,-87.64397,41.750587,-87.653694,79TH,"LINESTRING (446460.4858562695 4622305.946917312, 445651.5797641178 4622291.292933036)"
576,Cicero,41.894985,-87.74563,41.90234,-87.745804,CICERO,"LINESTRING (438147.21439475374 4638385.420315972, 438139.75663453777 4639202.127934755)"
577,Cicero,41.90234,-87.745804,41.909626,-87.7459,CICERO,"LINESTRING (438139.75663453777 4639202.127934755, 438138.5644097367 4640011.157897113)"
580,Lake Shore Dr,41.8253,-87.60019,41.838573,-87.60817,LAKE SHORE,"LINESTRING (450157.9277377973 4630553.683065863, 449505.6401736847 4632032.233849784)"
594,Lake Shore Dr,41.91133,-87.62578,41.926083,-87.63103,LAKE SHORE,"LINESTRING (448102.53998023755 4640120.818722952, 447679.27384793566 4641761.830519008)"
1,55th,41.793068,-87.72316,41.79314,-87.71361,55TH,"LINESTRING (439915.8002357217 4627053.91644057, 440709.5060042928 4627055.33154212)"
2,55th,41.79314,-87.71361,41.793377,-87.70355,55TH,"LINESTRING (440709.5060042928 4627055.33154212, 441545.1959292946 4627074.704101689)"
9,Garfield,41.794163,-87.645164,41.7944,-87.63113,GARFIELD,"LINESTRING (446397.03555821156 4627123.897040273, 447563.5766601762 4627141.497895741)"
10,Garfield,41.7944,-87.63113,41.794506,-87.6257,GARFIELD,"LINESTRING (447563.5766601762 4627141.497895741, 448014.35342542897 4627150.06218454)"
11,Garfield,41.794506,-87.6257,41.794662,-87.61598,GARFIELD,"LINESTRING (448014.35342542897 4627150.06218454, 448822.0426714714 4627161.594739054)"
27,Pulaski,41.74957,-87.72173,41.7641,-87.72231,PULASKI,"LINESTRING (439993.8108257669 4622223.426051325, 439959.1469154875 4623837.046243741)"
36,Pulaski,41.82299,-87.72387,41.83688,-87.7243,PULASKI,"LINESTRING (439884.8294441091 4630376.59042298, 439862.34941287915 4631918.971955125)"
37,Pulaski,41.83688,-87.72417,41.844254,-87.72444,PULASKI,"LINESTRING (439873.1183197073 4631918.881155604, 439857.2189711691 4632737.763635434)"
38,Pulaski,41.844254,-87.72437,41.851547,-87.72465,PULASKI,"LINESTRING (439862.91950256773 4632737.715552059, 439846.9506801919 4633547.704914678)"
39,Pulaski,41.851547,-87.72458,41.858868,-87.72484,PULASKI,"LINESTRING (439852.6505640424 4633547.656816257, 439837.97878087545 4634360.601310001)"
40,Pulaski,41.858868,-87.72477,41.866173,-87.72506,PULASKI,"LINESTRING (439843.67801471334 4634360.553197542, 439826.4644674331 4635171.826020811)"
41,Pulaski,41.866173,-87.72498,41.875275,-87.72538,PULASKI,"LINESTRING (439832.7962286432 4635171.772544964, 439808.41085298563 4636182.6067809)"
42,Pulaski,41.875275,-87.725296,41.881935,-87.725586,PULASKI,"LINESTRING (439815.3748022314 4636182.547929696, 439797.5694108192 4636922.245542136)"
43,Pulaski,41.881935,-87.725525,41.885468,-87.725655,PULASKI,"LINESTRING (439802.63357524166 4636922.202727324, 439795.1885921262 4637314.4886180125)"
44,Pulaski,41.885468,-87.725624,41.895367,-87.72599,PULASKI,"LINESTRING (439797.7205348551 4637314.467207837, 439776.63645254663 4638413.802981878)"
45,Pulaski,41.895367,-87.7259,41.90267,-87.72619,PULASKI,"LINESTRING (439784.23110794026 4638413.738721881, 439767.0468381101 4639225.017003101)"
46,Pulaski,41.90267,-87.72612,41.906155,-87.72626,PULASKI,"LINESTRING (439772.74218044034 4639224.9687928185, 439764.6253508785 4639611.7555297455)"
47,Pulaski,41.906155,-87.72623,41.909885,-87.72618,PULASKI,"LINESTRING (439767.1564765564 4639611.734100077, 439774.45997827617 4640025.922503596)"
48,Pulaski,41.909885,-87.72615,41.917164,-87.72644,PULASKI,"LINESTRING (439776.9909565569 4640025.901075872, 439759.79135891644 4640834.216695547)"
49,Pulaski,41.917164,-87.72637,41.924484,-87.726654,PULASKI,"LINESTRING (439765.48541302775 4640834.168465866, 439748.96369153523 4641647.138743717)"
50,Pulaski,41.924484,-87.726585,41.93179,-87.72687,PULASKI,"LINESTRING (439754.65709479735 4641647.0904985005, 439738.12669981795 4642458.367707084)"
51,Pulaski,41.93179,-87.72679,41.941166,-87.72715,PULASKI,"LINESTRING (439744.4519816793 4642458.314084314, 439723.55349144374 4643499.628644341)"
52,Pulaski,41.941166,-87.727066,41.953648,-87.727554,PULASKI,"LINESTRING (439730.5102822655 4643499.5696345875, 439701.7980841753 4644885.740107296)"
53,Pulaski,41.953648,-87.72743,41.959614,-87.72766,PULASKI,"LINESTRING (439711.9150787593 4644885.65422538, 439698.57053531724 4645548.234870484)"
54,Pulaski,41.959614,-87.72761,41.968243,-87.72793,PULASKI,"LINESTRING (439702.9963075839 4645548.197289009, 439684.58095443365 4646506.4759112885)"
72,Pulaski,41.80232,-87.72367,41.79321,-87.72341,PULASKI,"LINESTRING (439881.97562375583 4628081.334884121, 439895.0135007648 4627069.763047583)"
73,Pulaski,41.807888,-87.72384,41.80232,-87.72367,PULASKI,"LINESTRING (439873.23958313395 4628699.807369088, 439881.97562375583 4628081.334884121)"
74,Pulaski,41.815197,-87.72411,41.807888,-87.72384,PULASKI,"LINESTRING (439857.26220777555 4629511.485615168, 439873.23958313395 4628699.807369088)"
77,Pulaski,41.844257,-87.7248,41.836884,-87.7246,PULASKI,"LINESTRING (439827.4531036651 4632738.438345289, 439837.01438134455 4631919.609198407)"
78,Pulaski,41.85155,-87.725006,41.844257,-87.7248,PULASKI,"LINESTRING (439817.1881958508 4633548.379703649, 439827.4531036651 4632738.438345289)"
79,Pulaski,41.85887,-87.725204,41.85155,-87.725006,PULASKI,"LINESTRING (439807.5864443334 4634361.281521566, 439817.1881958508 4633548.379703649)"
80,Pulaski,41.866177,-87.72542,41.85887,-87.725204,PULASKI,"LINESTRING (439796.7087685731 4635172.500968015, 439807.5864443334 4634361.281521566)"
81,Pulaski,41.87528,-87.72573,41.866177,-87.72542,PULASKI,"LINESTRING (439779.2924644296 4636183.27649572, 439796.7087685731 4635172.500968015)"
85,Pulaski,41.902676,-87.726555,41.89537,-87.72633,PULASKI,"LINESTRING (439736.6752660244 4639225.697739622, 439748.1600802326 4638414.467566521)"
86,Pulaski,41.90616,-87.72666,41.902676,-87.726555,PULASKI,"LINESTRING (439731.0915234166 4639612.463096139, 439736.6752660244 4639225.697739622)"
87,Pulaski,41.90989,-87.726585,41.90616,-87.72666,PULASKI,"LINESTRING (439740.92810369894 4640026.630044493, 439731.0915234166 4639612.463096139)"
88,Pulaski,41.917168,-87.72681,41.90989,-87.726585,PULASKI,"LINESTRING (439729.4266595958 4640834.897536584, 439740.92810369894 4640026.630044493)"
89,Pulaski,41.924488,-87.72702,41.917168,-87.72681,PULASKI,"LINESTRING (439718.60246498126 4641647.819668147, 439729.4266595958 4640834.897536584)"
90,Pulaski,41.931793,-87.72723,41.924488,-87.72702,PULASKI,"LINESTRING (439708.4014674453 4642459.043349642, 439718.60246498126 4641647.819668147)"
95,Pulaski,41.975536,-87.728485,41.968246,-87.72828,PULASKI,"LINESTRING (439645.3189245859 4647316.682496677, 439655.504832728 4646507.1465853825)"
96,Pulaski,41.982834,-87.72868,41.975536,-87.728485,PULASKI,"LINESTRING (439635.77712193213 4648127.061182474, 439645.3189245859 4647316.682496677)"
97,Pulaski,41.99014,-87.72889,41.982834,-87.72868,PULASKI,"LINESTRING (439625.6153152864 4648938.293398356, 439635.77712193213 4648127.061182474)"
98,Ashland,41.721214,-87.6625,41.72848,-87.66267,ASHLAND,"LINESTRING (444894.4776793667 4619035.747743674, 444886.72721302847 4619842.669167027)"
102,Ashland,41.750355,-87.66325,41.764908,-87.66361,ASHLAND,"LINESTRING (444856.5845817825 4622271.540482342, 444839.23543901986 4623887.525088513)"
103,Ashland,41.764908,-87.66361,41.77219,-87.66384,ASHLAND,"LINESTRING (444839.23543901986 4623887.525088513, 444826.4505024434 4624696.1860724585)"
156,Ashland,41.910633,-87.66788,41.90402,-87.667694,ASHLAND,"LINESTRING (444610.5370515576 4640069.641052661, 444620.00602365733 4639335.1083417805)"
157,Ashland,41.91855,-87.668274,41.910633,-87.66788,ASHLAND,"LINESTRING (444584.4825977134 4640948.739298466, 444610.5370515576 4640069.641052661)"
158,Ashland,41.92515,-87.66833,41.91855,-87.668274,ASHLAND,"LINESTRING (444585.7678404056 4641681.919523968, 444584.4825977134 4640948.739298466)"
174,55th,41.794014,-87.684044,41.793827,-87.693794,55TH,"LINESTRING (443166.62444453983 4627132.352457647, 442356.34916289966 4627118.091522445)"
175,Garfield,41.794052,-87.6743,41.794014,-87.684044,GARFIELD,"LINESTRING (443976.13138632604 4627130.192595594, 443166.62444453983 4627132.352457647)"
176,Garfield,41.794163,-87.66458,41.794052,-87.6743,GARFIELD,"LINESTRING (444783.79773481423 4627136.186240883, 443976.13138632604 4627130.192595594)"
177,Garfield,41.794308,-87.65487,41.794163,-87.66458,GARFIELD,"LINESTRING (445590.856277912 4627146.087791659, 444783.79773481423 4627136.186240883)"
178,Garfield,41.794437,-87.64516,41.794308,-87.65487,GARFIELD,"LINESTRING (446397.89829283435 4627154.38639241, 445590.856277912 4627146.087791659)"
186,North,41.90962,-87.73627,41.909748,-87.72633,NORTH,"LINESTRING (438937.71705903835 4640003.405999597, 439761.6759700144 4640010.782268884)"
187,North,41.909748,-87.72633,41.90986,-87.716705,NORTH,"LINESTRING (439761.6759700144 4640010.782268884, 440560.3038717679 4640016.347701245)"
194,North,41.91057,-87.66216,41.91078,-87.64827,NORTH,"LINESTRING (445084.40094497387 4640058.766446461, 446236.7939032045 4640073.682776043)"
195,North,41.91078,-87.64827,41.911026,-87.633156,NORTH,"LINESTRING (446236.7939032045 4640073.682776043, 447490.4410078014 4640091.4260048885)"
196,North,41.909172,-87.7948,41.909004,-87.805756,NORTH,"LINESTRING (434082.81650962227 4639997.178615763, 433174.0084064497 4639987.020625149)"
197,North,41.90925,-87.784966,41.909172,-87.7948,NORTH,"LINESTRING (434898.5121807244 4639998.138366548, 434082.81650962227 4639997.178615763)"
198,North,41.9094,-87.77561,41.90925,-87.784966,NORTH,"LINESTRING (435674.4189910491 4640008.022779218, 434898.5121807244 4639998.138366548)"
199,North,41.909515,-87.765724,41.9094,-87.77561,NORTH,"LINESTRING (436494.5765007385 4640013.360850969, 435674.4189910491 4640008.022779218)"
200,North,41.909637,-87.75579,41.909515,-87.765724,NORTH,"LINESTRING (437318.53482284077 4640019.607086214, 436494.5765007385 4640013.360850969)"
204,North,41.91013,-87.7167,41.910023,-87.726326,NORTH,"LINESTRING (440561.18788571 4640046.4136432335, 439762.56694723305 4640041.271684781)"
205,North,41.91025,-87.70696,41.91013,-87.7167,NORTH,"LINESTRING (441368.6783127404 4640053.266378978, 440561.18788571 4640046.4136432335)"
206,North,41.910355,-87.69704,41.91025,-87.70696,NORTH,"LINESTRING (442191.9667506247 4640057.964496983, 441368.6783127404 4640053.266378978)"
207,North,41.910458,-87.68722,41.910355,-87.69704,NORTH,"LINESTRING (443006.394014753 4640062.828852492, 442191.9667506247 4640057.964496983)"
135,Ashland,41.743076,-87.66344,41.73579,-87.663246,ASHLAND,"LINESTRING (444835.1304602969 4621463.570247557, 444844.75581322494 4620654.514354967)"
136,Ashland,41.75036,-87.66362,41.743076,-87.66344,ASHLAND,"LINESTRING (444826.14064043335 4622272.198779398, 444835.1304602969 4621463.570247557)"
137,Ashland,41.76491,-87.66398,41.75036,-87.66362,ASHLAND,"LINESTRING (444808.7983788985 4623888.183527293, 444826.14064043335 4622272.198779398)"
138,Ashland,41.772194,-87.66421,41.76491,-87.66398,ASHLAND,"LINESTRING (444796.0168865923 4624696.844599642, 444808.7983788985 4623888.183527293)"
139,Ashland,41.779465,-87.664406,41.772194,-87.66421,ASHLAND,"LINESTRING (444785.7668974664 4625504.216565078, 444796.0168865923 4624696.844599642)"
147,Ashland,41.837685,-87.665924,41.8305,-87.66575,ASHLAND,"LINESTRING (444709.680383382 4631969.115592698, 444718.0689396195 4631171.491146596)"
148,Ashland,41.852333,-87.66621,41.837685,-87.665924,ASHLAND,"LINESTRING (444698.8586578543 4633595.664827591, 444709.680383382 4631969.115592698)"
149,Ashland,41.857796,-87.66632,41.852333,-87.66621,ASHLAND,"LINESTRING (444694.0654947396 4634202.239130193, 444698.8586578543 4633595.664827591)"
150,Ashland,41.866863,-87.666565,41.857796,-87.66632,ASHLAND,"LINESTRING (444681.6176390592 4635209.137849016, 444694.0654947396 4634202.239130193)"
151,Ashland,41.874203,-87.66679,41.866863,-87.666565,ASHLAND,"LINESTRING (444669.5856516552 4636024.161919395, 444681.6176390592 4635209.137849016)"
153,Ashland,41.89098,-87.66733,41.8833,-87.66705,ASHLAND,"LINESTRING (444639.1202974665 4637887.222375676, 444655.2782736325 4637034.466664606)"
154,Ashland,41.896076,-87.66747,41.89098,-87.66733,ASHLAND,"LINESTRING (444631.4965303455 4638453.161015853, 444639.1202974665 4637887.222375676)"
155,Ashland,41.90402,-87.667694,41.896076,-87.66747,ASHLAND,"LINESTRING (444620.00602365733 4639335.1083417805, 444631.4965303455 4638453.161015853)"
1173,Indiana,41.659107,-87.61827,41.66338,-87.617485,INDIANA,"LINESTRING (448523.7831131567 4612113.030344205, 448592.60837121087 4612586.902968101)"
1188,Clark,41.98675,-87.669525,41.989697,-87.6698,CLARK,"LINESTRING (444539.8848478161 4648522.039721192, 444519.69065340125 4648849.1933441665)"
1212,Halsted,41.808865,-87.64535,41.816185,-87.64554,HALSTED,"LINESTRING (446394.0774883626 4628756.295171241, 446384.3392582864 4629569.169438558)"
1213,Halsted,41.816185,-87.64554,41.82346,-87.64574,HALSTED,"LINESTRING (446384.3392582864 4629569.169438558, 446373.93372262496 4630376.96715889)"
1214,Halsted,41.82346,-87.64574,41.83075,-87.64591,HALSTED,"LINESTRING (446373.93372262496 4630376.96715889, 446365.44609717117 4631186.445775327)"
1215,Halsted,41.83075,-87.64591,41.838047,-87.64609,HALSTED,"LINESTRING (446365.44609717117 4631186.445775327, 446356.9690228076 4631996.772510567)"
1216,Halsted,41.838047,-87.64609,41.847195,-87.64629,HALSTED,"LINESTRING (446356.9690228076 4631996.772510567, 446347.5084647938 4633012.532921997)"
1229,Halsted,41.93272,-87.64882,41.93998,-87.64908,HALSTED,"LINESTRING (446209.66624566127 4642509.797970428, 446194.2630371418 4643315.956820087)"
1245,Halsted,41.7943,-87.64535,41.787025,-87.64516,HALSTED,"LINESTRING (446381.93677527364 4627139.258283068, 446391.72296711925 4626331.469477735)"
1246,Halsted,41.801586,-87.64554,41.7943,-87.64535,HALSTED,"LINESTRING (446372.16457884887 4627948.318733308, 446381.93677527364 4627139.258283068)"
1247,Halsted,41.808865,-87.64573,41.801586,-87.64554,HALSTED,"LINESTRING (446362.3904800945 4628756.533181448, 446372.16457884887 4627948.318733308)"
1248,Halsted,41.816185,-87.64591,41.808865,-87.64573,HALSTED,"LINESTRING (446353.289526056 4629569.402762862, 446362.3904800945 4628756.533181448)"
1249,Halsted,41.82346,-87.64612,41.816185,-87.64591,HALSTED,"LINESTRING (446342.2539083662 4630377.205326308, 446353.289526056 4629569.402762862)"
1256,Halsted,41.874336,-87.647316,41.867153,-87.64711,HALSTED,"LINESTRING (446285.3580965836 4636026.617766889, 446296.439439229 4635228.972660779)"
1261,Halsted,41.91092,-87.64846,41.903637,-87.648285,HALSTED,"LINESTRING (446221.0908131008 4640089.049712085, 446229.5330068179 4639280.406464749)"
1262,Halsted,41.91818,-87.6487,41.91092,-87.64846,HALSTED,"LINESTRING (446207.5722885651 4640895.191063394, 446221.0908131008 4640089.049712085)"
1263,Halsted,41.925453,-87.64895,41.91818,-87.6487,HALSTED,"LINESTRING (446192.80671992694 4641703.037217123, 446207.5722885651 4640895.191063394)"
1265,Halsted,41.93998,-87.64946,41.93272,-87.6492,HALSTED,"LINESTRING (446162.64073047217 4643316.196327768, 446178.0403523704 4642510.037375802)"
1286,Chicago,41.896835,-87.624245,41.896713,-87.632706,CHICAGO,"LINESTRING (448218.00659663713 4638510.45089039, 447516.0515485111 4638502.038997973)"
1304,Harrison,41.874237,-87.647125,41.874237,-87.63949,HARRISON,"LINESTRING (446301.10243405914 4636015.486506904, 446934.8308653303 4636010.736799409)"
1307,Clark,41.87452,-87.630775,41.867374,-87.63054,CLARK,"LINESTRING (447658.05593677436 4636036.728509313, 447671.8546560307 4635243.303699194)"
1309,Harrison,41.87454,-87.63949,41.87444,-87.647125,HARRISON,"LINESTRING (446935.08015005983 4636044.196071884, 446301.271673013 4636037.933870453)"
816,Stony Island,41.787884,-87.586845,41.780655,-87.586624,STONY ISLAND,"LINESTRING (451237.69132795953 4626392.048964675, 451250.6001640411 4625589.337883844)"
817,Stony Island,41.791573,-87.5869,41.787884,-87.586845,STONY ISLAND,"LINESTRING (451236.04946017446 4626801.631251128, 451237.69132795953 4626392.048964675)"
826,Milwaukee,41.975655,-87.767555,41.982914,-87.77418,MILWAUKEE,"LINESTRING (436408.4727153081 4647358.0779546015, 435867.09886421525 4648169.019655478)"
866,Jefferson,41.874397,-87.64224,41.881786,-87.642456,JEFFERSON,"LINESTRING (446706.41656296945 4636030.231704336, 446694.8309633362 4636850.7524209665)"
867,Jefferson,41.881786,-87.642456,41.884483,-87.642624,JEFFERSON,"LINESTRING (446694.8309633362 4636850.7524209665, 446683.14677154255 4637150.296472946)"
944,Milwaukee,41.975655,-87.76792,41.967846,-87.760956,MILWAUKEE,"LINESTRING (436378.13214643596 4647358.349877846, 436947.5339299794 4646486.206581211)"
1056,Randolph,41.88465,-87.62064,41.88461,-87.62445,RANDOLPH,"LINESTRING (448506.9373749925 4637155.509346341, 448191.0403361303 4637153.141867997)"
1057,Randolph,41.88461,-87.62445,41.884598,-87.63707,RANDOLPH,"LINESTRING (448191.0403361303 4637153.141867997, 447144.06083846703 4637159.5666587325)"
1089,127th,41.663555,-87.61766,41.663467,-87.641365,127TH,"LINESTRING (448578.1390369178 4612606.489543541, 446604.5926907107 4612611.162861882)"
1090,130th,41.66009,-87.588806,41.659245,-87.618454,130TH,"LINESTRING (450977.7243241617 4612205.120944225, 448508.64737873466 4612128.386402886)"
1100,Cermak,41.850727,-87.76348,41.851208,-87.74427,CERMAK,"LINESTRING (436622.5385047348 4633484.577596156, 438217.7234265569 4633523.942599332)"
